Id: 1, Sentence: My body cast a shadow over the grass. The sun was rising. it was cut., Option1: the grass, Option2: the grass, Answer: the grass
Id: 911, Sentence: The rider fell to the ground. The bull bucked the rider. The bull chased it., Option1: the rider, Option2: the rider, Answer: the rider
Id: 912, Sentence: The rider fell to the ground. The bull bucked the rider. it chased the rider., Option1: the bull, Option2: the bull, Answer: the bull
Id: 913, Sentence: The rider ran at full speed. it bucked the rider. The bull chased the rider., Option1: the bull, Option2: the bull, Answer: the bull
Id: 914, Sentence: The rider ran at full speed. The bull bucked the rider. it chased the rider., Option1: the bull, Option2: the bull, Answer: the bull
Id: 915, Sentence: The rider ran at full speed. The bull bucked the rider. it chased the rider., Option1: the bull, Option2: the bull, Answer: the bull
Id: 916, Sentence: The boy wanted to be muscular. He played computer games. it lifted weights., Option1: he, Option2: he, Answer: he
Id: 917, Sentence: The boy loved staying in his room. He lifted weights. He played it., Option1: computer games, Option2: computer games, Answer: computer games
Id: 918, Sentence: The scientist conducted an experiment. She fabricated her data. it validated her theory., Option1: she, Option2: she, Answer: she
Id: 919, Sentence: The scientist could not finish her experiments on time. She fabricated her data. She validated it., Option1: her theory, Option2: her theory, Answer: her theory
Id: 920, Sentence: The milk stayed cold. I stored it in the refrigerator. it was pasteurized., Option1: it, Option2: it, Answer: it
Id: 921, Sentence: The honey lasted longer. I stored it in the refrigerator. it was pasteurized., Option1: it, Option2: it, Answer: it
Id: 922, Sentence: The fussy baby calmed down. The parents shook a rattle in front of the baby. The parents picked out a name for it., Option1: the baby, Option2: the baby, Answer: the baby
Id: 923, Sentence: The parents received a birth certificate. The parents picked out a name for it. The parents shook a rattle in front of the baby., Option1: the baby, Option2: the baby, Answer: the baby
Id: 924, Sentence: The parents received a birth certificate. The parents picked out a name for the baby. The parents shook it in front of the baby., Option1: a rattle, Option2: a rattle, Answer: a rattle
Id: 925, Sentence: The parents received a birth certificate. The parents picked out a name for the baby. The parents shook it in front of the baby., Option1: a rattle, Option2: a rattle, Answer: a rattle
Id: 926, Sentence: I put ice cubes in the hot soup. The soup became thick. it cooled down., Option1: the soup, Option2: the soup, Answer: the soup
Id: 927, Sentence: I put flour in the soup. it became thick. The soup cooled down., Option1: the soup, Option2: the soup, Answer: the soup
Id: 928, Sentence: I put flour in the soup. The soup became thick. it cooled down., Option1: the soup, Option2: the soup, Answer: the soup
Id: 929, Sentence: I put flour in the soup. The soup became thick. it cooled down., Option1: the soup, Option2: the soup, Answer: the soup
Id: 930, Sentence: The girl shared her lunch with her friend. Her friend sat next to her at it. Her friend forgot to bring his lunch., Option1: lunch, Option2: lunch, Answer: lunch
Id: 931, Sentence: The girl shared her lunch with her friend. Her friend sat next to her at lunch. Her friend forgot to bring it., Option1: his lunch, Option2: his lunch, Answer: his lunch
Id: 932, Sentence: The girl shared her lunch with her friend. Her friend sat next to her at lunch. Her friend forgot to bring it., Option1: his lunch, Option2: his lunch, Answer: his lunch
Id: 933, Sentence: The girl kept talking to her friend. it forgot to bring his lunch. Her friend sat next to her at lunch., Option1: her friend, Option2: her friend, Answer: her friend
Id: 934, Sentence: The girl kept talking to her friend. Her friend forgot to bring his lunch. it friend sat next to it at lunch., Option1: her, Option2: her, Answer: her
Id: 935, Sentence: The girl kept talking to her friend. Her friend forgot to bring his lunch. it friend sat next to it at lunch., Option1: her, Option2: her, Answer: her
Id: 936, Sentence: The rain subsided. I went for a walk. it browsed the itnternet., Option1: i, Option2: i, Answer: i
Id: 937, Sentence: I wanted to check the weather forecast. it went for a walk. I browsed the internet., Option1: i, Option2: i, Answer: i
Id: 938, Sentence: I wanted to check the weather forecast. I went for a walk. I browsed it., Option1: the internet, Option2: the internet, Answer: the internet
Id: 939, Sentence: I wanted to check the weather forecast. I went for a walk. it browsed the itnternet., Option1: i, Option2: i, Answer: i
Id: 940, Sentence: The cup of tea was scalding hot. I poured it out. it blew on itt., Option1: i, Option2: i, Answer: i
Id: 941, Sentence: The water in tank was dirty. I poured it out. it blew on itt., Option1: i, Option2: i, Answer: i
Id: 942, Sentence: The photograph faded. It was fake. it was old., Option1: it, Option2: it, Answer: it
Id: 943, Sentence: The photograph was worthless. It was fake. it was old., Option1: it, Option2: it, Answer: it
Id: 944, Sentence: The boy got a black eye. it mocked the boy. The bully punched the boy., Option1: the bully, Option2: the bully, Answer: the bully
Id: 945, Sentence: The boy got a black eye. The bully mocked the boy. it punched the boy., Option1: the bully, Option2: the bully, Answer: the bully
Id: 946, Sentence: The boy got a black eye. The bully mocked the boy. it punched the boy., Option1: the bully, Option2: the bully, Answer: the bully
Id: 947, Sentence: The boy felt humiliated. The bully mocked it. The bully punched the boy., Option1: the boy, Option2: the boy, Answer: the boy
Id: 948, Sentence: The boy felt humiliated. The bully mocked the boy. it punched the boy., Option1: the bully, Option2: the bully, Answer: the bully
Id: 949, Sentence: The boy felt humiliated. The bully mocked the boy. it punched the boy., Option1: the bully, Option2: the bully, Answer: the bully
Id: 950, Sentence: I misplaced my wallet. I retraced it. I retrieved my phone., Option1: my steps, Option2: my steps, Answer: my steps
Id: 951, Sentence: I misplaced my wallet. I retraced my steps. it retriteved my phone., Option1: i, Option2: i, Answer: i
Id: 952, Sentence: I misplaced my wallet. I retraced my steps. it retriteved my phone., Option1: i, Option2: i, Answer: i
Id: 953, Sentence: I needed to call someone. I retraced it. I retrieved my phone., Option1: my steps, Option2: my steps, Answer: my steps
Id: 954, Sentence: I needed to call someone. I retraced my steps. it retriteved my phone., Option1: i, Option2: i, Answer: i
Id: 955, Sentence: I needed to call someone. I retraced my steps. I retrieved it., Option1: my phone, Option2: my phone, Answer: my phone
Id: 956, Sentence: The hunter ran out of ammunition. He reloaded the gun. He aimed at it., Option1: the deer, Option2: the deer, Answer: the deer
Id: 957, Sentence: He wanted to show me antlers. He reloaded it. He aimed at the deer., Option1: the gun, Option2: the gun, Answer: the gun
Id: 958, Sentence: He wanted to show me antlers. He reloaded the gun. He aimed at it., Option1: the deer, Option2: the deer, Answer: the deer
Id: 959, Sentence: He wanted to show me antlers. He reloaded the gun. it aimed at tit deer., Option1: he, Option2: he, Answer: he
Id: 960, Sentence: Marine life diminished. Boats sailed through the ocean. Oil spilled into it., Option1: the ocean, Option2: the ocean, Answer: the ocean
Id: 961, Sentence: New countries were discovered. Oil spilled into the ocean. it sailed through the ocean., Option1: boats, Option2: boats, Answer: boats
Id: 962, Sentence: I ran the ice cube under warm water. it vanished. The ice cube stuck to my fingers., Option1: the ice cube, Option2: the ice cube, Answer: the ice cube
Id: 963, Sentence: I ran the ice cube under warm water. The ice cube vanished. The ice cube stuck to it., Option1: my fingers, Option2: my fingers, Answer: my fingers
Id: 964, Sentence: I ran the ice cube under warm water. The ice cube vanished. it stuck to my fingers., Option1: the ice cube, Option2: the ice cube, Answer: the ice cube
Id: 965, Sentence: I touched the ice cube. The ice cube stuck to it. The ice cube vanished., Option1: my fingers, Option2: my fingers, Answer: my fingers
Id: 966, Sentence: I touched the ice cube. The ice cube stuck to my fingers. it vanished., Option1: the ice cube, Option2: the ice cube, Answer: the ice cube
Id: 967, Sentence: I touched the ice cube. The ice cube stuck to my fingers. it vanished., Option1: the ice cube, Option2: the ice cube, Answer: the ice cube
Id: 968, Sentence: The man drank water with his meal. it was spicy. His meal was cold., Option1: his meal, Option2: his meal, Answer: his meal
Id: 969, Sentence: The man drank water with his meal. His meal was spicy. it was cold., Option1: his meal, Option2: his meal, Answer: his meal
